dialogue_id	turn_id	utterance
2601	a1	Will Susie visit today?
2601	b1	Yes, in an hour.
2602	a2	Ok, could you tell her to bring some snacks
2602	b2	What kind of snacks would you like?
2603	a3	Chips or pretzels, thanks.
2603	b3	No problem, I'll let Susie know.
2604	a1	Would you bring me a sweater?
2604	b1	Yes I will.
2605	a2	Thanks, baby. You are such a sweetheart.
2605	b2	Your welcome it's not a problem at all.
2606	a3	Would you have done it if it had been a problem?
2606	b3	Yes, because I love you.
2607	a1	What are you thinking about?
2607	b1	I am thinking about what to buy for dinner.
2608	a2	Why don't I take you to dinner instead.
2608	b2	I'd love that!
2609	a3	Where would you like to go?
2609	b3	Anywhere with a good salad bar.
2610	a1	What time should I arrive?
2610	b1	About 15 minutes before 8
2611	a2	Do I need to bring anything specific?
2611	b2	Can you bring a bottle of wine?
2612	a3	Of course, be happy to.
2612	b3	Oh, and a veggie tray?
2613	a1	How are you doing today?
2613	b1	I am well, how are you?
2614	a2	I'm fine thank you
2614	b2	What are you doing today?
2615	a3	I am thinking of what to make for dinner?
2615	b3	Some days that is one of the hardest decisions to make!
2616	a1	What are you wearing to the party?
2616	b1	A Wonder Woman costume
2617	a2	I was thinking of being Sally
2617	b2	You know, Sally from When Harry met Sally.
2618	a3	Why would you want to be Sally?
2618	b3	Why wouldn't you want to be Sally?
2619	a1	What should we have for breakfast?
2619	b1	I think we should make some breakfast pizza.
2620	a2	Maybe we can have brunch instead!
2620	b2	Sounds good, because I'm in the mood for a mimosa.
2621	a3	I thought you said pizza?
2621	b3	Why not both?
2622	a1	When is the surgery scheduled?
2622	b1	It's scheduled next Wednesday
2623	a2	So, you're going to drive me, right?
2623	b2	Of course! When should I pick you up?
2624	a3	Can you pick me up at noon? I have to be there by one to fill out paperwork.
2624	b3	okay no issues.
2625	a1	How is your break going?
2625	b1	It's fine and I have the possibility to relax.
2626	a2	Do you have any fun plans for your break?
2626	b2	Yes! I might try that new restaurant that just opened.
2627	a3	Cool! I just tried it yesterday and they have some pretty good dishes!
2627	b3	what would you recommend?
2628	a1	Do you eat pickles?
2628	b1	NO I hate them
2629	a2	why do you hate them, they are so tangy!
2629	b2	There's something about the smell that is off-putting.
2630	a3	I guess some can say it's an acquired taste.
2630	b3	I love olives though.
2631	a1	Where is your father?
2631	b1	In the living room watching football.
2632	a2	Oh, I thought the game already ended.
2632	b2	He's watching the college game now.
2633	a3	He hasn't moved from that couch in four hours. Do you think he might be asleep?
2633	b3	How can we tell?
2634	a1	I am hungry, when is lunch?
2634	b1	Around 1 o'clock
2635	a2	What are we having?
2635	b2	Peanut butter sandwiches.
2636	a3	Oh, that sounds good.
2636	b3	If you're really lucky I might even put some jelly on it for you.
2637	a1	How about next weekend?
2637	b1	No, next weekend is no good. I'm going to be in Vancouver.
2638	a2	Oh, I love that city!
2638	b2	Yes, it's one of my favorite places.
2639	a3	How often have you been to Vancouver? I go all the time for work.
2639	b3	only couple of times
2640	a1	You don't like it?
2640	b1	I do, I would just prefer a different color.
2641	a2	You are never happy with anything that I like.
2641	b2	Don't be so critical; it's really just your color preference that I find lacking.
2642	a3	Oh it's way more than that.
2642	b3	Stop being so negative. How about we chose a color that we both like?
2643	a1	Can you please let the dog out?
2643	b1	It's already out
2644	a2	Will you make sure it comes back in when it's done?
2644	b2	Yes, I promise I will.
2645	a3	You can't find the dog, can you?
2645	b3	I know exactly where he is. He just hasn't finished yet.
2646	a1	Will you get my reports and deliver them to my doctor?
2646	b1	I will do
2647	a2	Thanks, the doc is upstairs to the right, around the corner, third door on the left.
2647	b2	Thanks for giving me so much detail
2648	a3	Don't mention it
2648	b3	Will it be long before the doctor receives the reports?
2649	a1	How is your father?
2649	b1	He's doing pretty good. Going fishing with the boys this weekend.
2650	a2	And your mother?
2650	b2	She's as busy as ever!
2651	a3	And your sister?
2651	b3	She's good, just got engaged and is turning into Bridezilla.
2652	a1	Where do you live?
2652	b1	I live in Miami, FL.
2653	a2	Do you enjoy living there?
2653	b2	I really love it! There's great weather, great food, and great culture.
2654	a3	Have you always lived there?
2654	b3	No. I used to live in Texas.
2655	a1	Did you get good sleep last night?
2655	b1	I slept 8 hours.
2656	a2	When did you have to wake up this morning?
2656	b2	I woke up around six.
2657	a3	Wow, you got up early.
2657	b3	Yeah I have a busy day.
2658	a1	Which store has the best craft beer selection?
2658	b1	I'm not really sure. Arturo's Liquor, maybe?
2659	a2	Great, I'll stop by there after work.
2659	b2	Oh, I forgot, they aren't open on Sunday's.
2660	a3	I guess I'll try them tomorrow, then.
2660	b3	Swing by my house when you leave there.
2661	a1	I have my driver's license. Do you have yours?
2661	b1	Of course, it's in my wallet.
2662	a2	Ok good. Hopefully they will let us in then.
2662	b2	The line looks really long though. Are you sure this is the club you want to go to?
2663	a3	Yes, but if you would rather not wait we can go to a different one.
2663	b3	If you don't mind waiting, neither do I.
2664	a1	Where are you from?
2664	b1	I hail from Jamaica.
2665	a2	Weird. I don't hear any accent.
2665	b2	I went to an American school.
2666	a3	Cool. Where in Jamaica?
2666	b3	I went to school in the capital.
2667	a1	Oh, I am so sorry to hear that, why not try to sleep now?
2667	b1	You're right. I need to get some rest.
2668	a2	Would you like to use our guest room until dinner is ready?
2668	b2	That would be amazing.
2669	a3	Go upstairs, first door on the right.
2669	b3	See you in a bit.
2670	a1	How old is your son?
2670	b1	12 next year
2671	a2	He will be driving before you know it!
2671	b2	I know! Did you know he wants to start dating already?
2672	a3	That's pretty much what most boys at that age wants to do.
2672	b3	Yeah, but I think it's too soon though.
2673	a1	How are you guys doing?
2673	b1	We are doing fine, thanks for asking.
2674	a2	You're welcome! You all should come visit sometime!
2674	b2	I'd love that! When are you free?
2675	a3	My schedule is pretty full but maybe sometime this summer?
2675	b3	Sound good- maybe a Fourth of July party?
2676	a1	Do you think that bugs have souls?
2676	b1	I believe all living things have souls.
2677	a2	I do as well
2677	b2	Demon souls, that is.
2678	a3	Oh, you silly!
2678	b3	How did we get on this subject anyway?
2679	a1	Can I give it a try?
2679	b1	No you need a licence.
2680	a2	What sort of licence?
2680	b2	A fishing license.
2681	a3	How do I go about getting he license today so I can try it?
2681	b3	you can apply online
2682	a1	Whose turn is it?
2682	b1	It's your turn
2683	a2	How was your day?
2683	b2	It was horrible.
2684	a3	Oh no! Tell me what happened!
2684	b3	don't feel like discussing
2685	a1	Where are you from?
2685	b1	I'm originally from Minneapolis, Minnesota.
2686	a2	Why did you move from there?
2686	b2	I went off to college. Couldn't pass up a basketball scholarship.
2687	a3	That's a shame. What do you do for a living now?
2687	b3	I don't think it was a shame. Now I'm a basketball coach.
2688	a1	Is there something on my back?
2688	b1	It's a spider!
2689	a2	No! Get it off!
2689	b2	No I don't want to touch it!
2690	a3	Grab that magazine and use it!
2690	b3	YOU grab the magazine and use it yourself!
2691	a1	Where did you go?
2691	b1	Sorry, I just went to run some errands and pick up dinner. Were you worried?
2692	a2	Yes I was. I thought you got kidnapped.
2692	b2	Yep, I got kidnapped and now I'm back. Anyway, ready to eat?
2693	a3	Your cynical remarks will get you nowhere.
2693	b3	Neither will your judgmental assessments.
2694	a1	Are you going to the baby shower?
2694	b1	No, I can't make it.
2695	a2	Why? Do you have some other important plans?
2695	b2	Actually, I do. I'm going in for liposuction.
2696	a3	Can't you reschedule that?
2696	b3	No, I'm sorry, I can't.
2697	a1	How can you tell when someone is lying to you?
2697	b1	If they avoid looking in your eyes.
2698	a2	Can you tell if I'm lying to you right now when I say I value your friendship?
2698	b2	I think you're lying for sure.
2699	a3	yeah, you suck as a lie detector
2699	b3	Fine, you are my best friend.
2700	a1	Where is the bathroom?
2700	b1	Over in the back corner
2701	a2	That's a potted plant
2701	b2	No, there's the bathroom door behind the plant!
2702	a3	You mean I have to go around that plant to get to the bathroom? That plant's HUGE!
2702	b3	Yes you will need to go around the plant, is that an issue for you?
2703	a1	I can't really respond by text can you call me instead?
2703	b1	I will call you in some minutes, okay?
2704	a2	OK, I'll wait for your call.
2704	b2	Talk to you soon.
2705	a3	Hey, so, what's up?
2705	b3	Uh, I was wondering why you couldn't respond by text?
2706	a1	Are we having lunch soon?
2706	b1	Yes, just a few minutes.
2707	a2	I am starving to death over here!
2707	b2	I seriously doubt that!
2708	a3	I haven't eaten in two days!
2708	b3	Then maybe you should have my lunch too!
2709	a1	Can we go to the park?
2709	b1	what can we do in the park?
2710	a2	Swing and talk like we used to.
2710	b2	That sounds awfully nostalgic, let's get ice cream first like old times.
2711	a3	Oh yes, that sounds nice.
2711	b3	And finally we can end the day by sitting on the porch and yelling at kids to stay off our lawn.
2712	a1	Is there any news yet?
2712	b1	No news yet
2713	a2	Will you text me if there is?
2713	b2	As soon as I hear anything.
2714	a3	I am worried if she is alright
2714	b3	i will let you know once I hear anything.
2715	a1	did she pee her pants?
2715	b1	I think she must have.
2716	a2	She must be so embarassed.
2716	b2	She doesn't look embarrassed.
2717	a3	Well, she's only two years old!
2717	b3	Been there, done that.
2718	a1	What is your name?
2718	b1	My name is Al. What's yours?
2719	a2	My name is Maria. I was named after my grandma.
2719	b2	Who do you think I am named after?
2720	a3	Probably Al Bundy. Why are you shouting?
2720	b3	because you made me joyfull
2721	a1	When did Scott get home?
2721	b1	At 1:00 pm
2722	a2	Is that his usual time?
2722	b2	No, but he got stuck at the office.
2723	a3	Yeah, that happens.
2723	b3	I hate being done late like that.
2724	a1	How is she going to get there?
2724	b1	I don't know
2725	a2	Did you offer to drive her?
2725	b2	No, she's far too mean for me to spend time with her like that.
2726	a3	Then why did you invite her in the first place?
2726	b3	I felt like I had to. She was standing there when Sandy brought it up.
2727	a1	Can you fix the computer for me?
2727	b1	yes I can
2728	a2	It gave me the blue screen of death after downloading a few games.
2728	b2	Ah, I'm sorry. I'll try to make that better.
2729	a3	All right, please do.
2729	b3	Were there any messages before the blue screen?
2730	a1	What do you want to do?
2730	b1	I would like to go to the movies.
2731	a2	Awesome! I'll go bring the car around!
2731	b2	See you soon then!
2732	a3	Think of what you want to watch when we get there.
2732	b3	lets watch something funny.
2733	a1	Where are you from?
2733	b1	I'm from America.
2734	a2	What state are you from?
2734	b2	I'm from Ohio. How about you?
2735	a3	I am from the state of Arizona.
2735	b3	I'm so sorry to hear that. Perhaps you could relocate?
2736	a1	How much homework do you have?
2736	b1	None. I'm 42 years old. What a bizarre question.
2737	a2	I wasn't talking to you. Go away.
2737	b2	Fine. No need to be rude.
2738	a3	If you don't like my attitude take a hike
2738	b3	No, you take a hike. This is my house!
2739	a1	Where is the library?
2739	b1	On the corner of Main and Poplar
2740	a2	Do you know the hours?
2740	b2	I believe it's open 9-5 during the week.
2741	a3	Do you go there often?
2741	b3	Yeah, I use their computers a lot.
2742	a1	What's your kid been up to lately?
2742	b1	That is none of your business.
2743	a2	No need to be so rude!
2743	b2	I just get tired of people asking.
2744	a3	Better to be asked than for people not to care!
2744	b3	Not when asking becomes conversations I don't care for or have time to have.
2745	a1	What movie was she in?
2745	b1	She was in Gone with the Wind
2746	a2	I knew I recognized her.
2746	b2	Do you know what other movies she was In?
2747	a3	Um, I think maybe that movie about breakfast somewhere.
2747	b3	Are you talking about Breakfast at Tiffany's?
2748	a1	Did you buy a new coat?
2748	b1	Thank you for noticing. Do you like it?
2749	a2	How could one not notice that? You can see it from the moon.
2749	b2	Is that good or bad?
2750	a3	Well, that depends on how you look at it.
2750	b3	Well I love it
2751	a1	Will I get to see your brother?
2751	b1	If he is home
2752	a2	Does he go out much?
2752	b2	He is gone most of the time, he is really busy.
2753	a3	What does your brother do to keep him so busy?
2753	b3	he works a lot
2754	a1	Where is your restroom?
2754	b1	Around that corner.
2755	a2	Which corner, the one to the right or left?
2755	b2	The one on the right
2756	a3	Okay, thank you!
2756	b3	Is there any toilet paper?
2757	a1	What kind of music do you like?
2757	b1	Mostly death metal.
2758	a2	Cool, what bands do you listen to?
2758	b2	I love the Dresden Dolls.
2759	a3	Aren't they a group for old ladies?
2759	b3	Punk rock old ladies, maybe!
2760	a1	Do you have my email ID?
2760	b1	Yes, I do.
2761	a2	Why are you yelling?
2761	b2	I'm sorry, I forgot caps lock was on.
2762	a3	Do you remember my password?
2762	b3	No, you should remember your own passwords!
2763	a1	Can you call my son?
2763	b1	I need his phone number first.
2764	a2	So you're saying you can't?
2764	b2	That's exactly what I am saying. Why don't you call your son?
2765	a3	He won't answer my calls.
2765	b3	And why is that?
2766	a1	Where can I purchase this product?
2766	b1	You can purchase it at home depot.
2767	a2	I always get lost in that store.
2767	b2	Maybe you could ask a sales associate to help you find it then.
2768	a3	That seems to be what always happens to me.
2768	b3	And do they help you?
2769	a1	May I call you sometime?
2769	b1	Sure. Do you have my number?
2770	a2	I sure do! I have it saved in my phone.
2770	b2	I thought so.
2771	a3	I hope we can have another date really soon.
2771	b3	I would really like that.
2772	a1	How was your day at work?
2772	b1	It was cool today.
2773	a2	What were you working on?
2773	b2	Mind your own business.
2774	a3	You must have had a bad day to be so grouchy!
2774	b3	Don't get me started.
2775	a1	Can you do me a favor?
2775	b1	I'll try, what Is It?
2776	a2	Taste this milk and see if it's bad?
2776	b2	No way I'm going to taste that milk!
2777	a3	why don't you like it
2777	b3	I don't like it because you think it might be bad.
2778	a1	Do you want to go grocery shopping?
2778	b1	Yes what time?
2779	a2	whenever is best for you.
2779	b2	How about we leave In 15 minutes?
2780	a3	we can leave in 15 minutes.
2780	b3	Great, see you out front in 15.
2781	a1	What time would you like me to come?
2781	b1	How about 8:00?
2782	a2	That sounds sorta perfect.
2782	b2	You're sorta perfect.
2783	a3	Oh? Is that where we're going with this?
2783	b3	Is that where you want it to go?
2784	a1	Can you hang my clothes please?
2784	b1	Yes, I can.
2785	a2	Great, Thank you!
2785	b2	Do you have more clothes to wash?
2786	a3	No, just the jumbo load I did earlier.
2786	b3	Ok, then I will start my laundry if you're done.
2787	a1	Did the phone ring?
2787	b1	Yeah it was a wrong number
2788	a2	Was it the hotline bling?
2788	b2	No some guy with an accent was asking me if my refrigerator was running.
2789	a3	Sure it was.
2789	b3	Are you doubting me? You don't know me! You can't judge me! YOU'RE NOT MY MOTHER!
2790	a1	I am busy at the moment, can we talk later?
2790	b1	Yeah just call me then.
2791	a2	Is 9.00pm ok?
2791	b2	9:00pm should be fine.
2792	a3	Are your kids in bed at that time?
2792	b3	Yes, they will be fast asleep so don't worry. I'll keep the ringer off just in case.
2793	a1	Do you know where my keys are?
2793	b1	Yeah, you left them in your jacket pocket.
2794	a2	Oh no, the jacket that just went into the washing machine?
2794	b2	Uh oh. Yes, that's the one, unfortunately.
2795	a3	Ah, ok. I will have to fish them out.
2795	b3	They should be fine
2796	a1	Did you receive the check that I sent to you in the mail?
2796	b1	Yes, but I did not appreciate what you wrote in the memo field of the check!
2797	a2	I was just kidding around.
2797	b2	Well I didn't find it funny!
2798	a3	It'll keep you smiling while the check bounces.
2798	b3	Figures, coming from you!
2799	a1	Is there any food left?
2799	b1	A little bit, but we should really go grocery shopping sometime today.
2800	a2	I hate going to the grocery store on a Saturday.
2800	b2	Sometimes we can't avoid that which we hate.
2801	a3	I guess we still need to eat.
2801	b3	Or we could order delivery pizza or Chinese food.
2802	a1	Could you please get me a drink of water?
2802	b1	Sure. Would you like ice in it?
2803	a2	Oh! Yes please!
2803	b2	No problem, be right back.
2804	a3	Make sure you use a clean glass!
2804	b3	Are there actually dirty glasses in with the clean dishes?
2805	a1	Did you get the oil changed in the car?
2805	b1	I don't even know how to change the oil, brah.
2806	a2	Yes, it's way overdue!
2806	b2	Where should I take it to have it done?
2807	a3	Take it to the Dodge dealership down the street from us. They will change it for you.
2807	b3	Ok, thanks for the advice.
2808	a1	Did you drink the last of the milk?
2808	b1	Nope, it wasn't me. Milk makes me all phlegm-y.
2809	a2	You are really missing something, chocolate milk is the bomb.
2809	b2	Maybe so, but I didn't drink it.
2810	a3	Good more for me then.
2810	b3	I tried chocolate almond milk once, never again!
2811	a1	Do you want to get together for a movie Friday?
2811	b1	I am busy Friday, how about Saturday?
2812	a2	I'm busy Saturday, how about Sunday?
2812	b2	I'm busy Sunday, how about Monday?
2813	a3	I think I will ask someone else out instead seeing as you can't make time for me.
2813	b3	Well that is pretty rude surely we can a good day for both of us.
2814	a1	Have you met my bother?
2814	b1	Yes, we met at the concert last month.
2815	a2	Where was my invitation?
2815	b2	I think your brother used it.
2816	a3	I am going to kick his butt!
2816	b3	He told me you couldn't come!
2817	a1	Have you read any good books lately?
2817	b1	No. I've been too busy to read
2818	a2	Oh, you should make time to read this great book I just read.
2818	b2	What's the title of the book?
2819	a3	I can't remember exactly, the title was something about a red tent.
2819	b3	okay will read it.
2820	a1	Would you like to have something to drink?
2820	b1	I will have anything cold to drink.
2821	a2	There's soda in the fridge.
2821	b2	Great, thank you.
2822	a3	You're welcome. Help yourself.
2822	b3	Can I get a straw somewhere?
2823	a1	Do you want to go get lunch?
2823	b1	No thanks. I'm on a diet.
2824	a2	We can eat some salad instead.
2824	b2	Thats okay I brought food from home, maybe next time though.
2825	a3	Okay, suit yourself
2825	b3	How about a rain check for tommorow?
2826	a1	Does your daughter like vegetables?
2826	b1	Yes she does like them.
2827	a2	I wish it were so easy with mine. I have to trick her into eating them.
2827	b2	She might grow out of that.
2828	a3	I sure hope so, it would make things easier.
2828	b3	Their palettes change every seven years!
2829	a1	Did you speak to the doctor?
2829	b1	Yes I did, thank you.
2830	a2	And what did he tell you to do?
2830	b2	Actually, my doctor's a woman. She said I should work on my posture and exercise.
2831	a3	Oh that's good to know, at least it's not something that requires extensive treatment.
2831	b3	Well, I might also need physiotherapy, which can get expensive.
2832	a1	How is your wife doing after her surgery?
2832	b1	She's doing okay
2833	a2	Is there anything I can do to help?
2833	b2	I could really use help picking up the kids from school so my wife isn't home alone.
2834	a3	No problem! What time are they done?
2834	b3	They are done at three PM.
2835	a1	Can you get me a glass of water?
2835	b1	I will get you a glass. Do you want ice?
2836	a2	Yes please, and a slice of lemon if you have it.
2836	b2	Sure. Would you like one slice or two?
2837	a3	Only one slice please.
2837	b3	Did you want a big glass or a small one?
2838	a1	Where are the beer bottles?
2838	b1	I put them in the recycle bin.
2839	a2	but they were still full!
2839	b2	My house, my rules!
2840	a3	Fine, you'll find your coffee in the trash bin tomorrow.
2840	b3	As long as I find it hot and in my favorite mug.
2841	a1	Who won the Cubs game?
2841	b1	I don't know, let me check the news.
2842	a2	Check the homepage, it's bookmarked there.
2842	b2	If you have it bookmarked, why not check yourself?
2843	a3	Because, you're sitting nearer to my computer.
2843	b3	The computer is literally two inches from your hand. You're just being lazy, Tony.
2844	a1	How much does this cost?
2844	b1	too much money
2845	a2	What do you think would be a reasonable cost?
2845	b2	About half what they're currently charging, I think.
2846	a3	Do you think you could dicker it down?
2846	b3	I didn't go to law school for nothing.
2847	a1	Can we go out dancing?
2847	b1	Yes I have to get dressed first.
2848	a2	I want to dance the salsa.
2848	b2	That's fine, but you still need to put on pants first.
2849	a3	Maybe I'll invent a new dance that I dont need pants for!
2849	b3	I think there is a dance out there like that already.
2850	a1	Could you please get something out of my purse for me?
2850	b1	Sure. What do you need?
2851	a2	The beef jerky stick please.
2851	b2	I don't see it in here. Am I missing something?
2852	a3	Two eyeball and a brain by the sound of it.
2852	b3	You don't have to be rude!
2853	a1	You are late, what happened?
2853	b1	I got a flat tire.
2854	a2	Okay, call me next time you're going to be late.
2854	b2	I will, I'm sorry about that.
2855	a3	Just make sure you call me next time.
2855	b3	I will. Do you have a preferred number?
2856	a1	When do we go to the doctor?
2856	b1	Later this afternoon. Our appointment isn't until 3pm.
2857	a2	Oh yeah! That is right! Silly me, I forgot!
2857	b2	How could you forget something so important?
2858	a3	My ADHD, which is why we're going.
2858	b3	What did you say? My alzheimers must be acting up.
2859	a1	How are you doing?
2859	b1	I am doing great!
2860	a2	Do you have anything special planned?
2860	b2	A nice hike to the mountains.
2861	a3	Oh nice, which mountain range?
2861	b3	Not really a range, just some mountains about an hour north of my house.
2862	a1	Are my reports normal?
2862	b1	I would say so, everything looks to be in order.
2863	a2	Great, mind if I go ahead and leave then?
2863	b2	Sure, put them on my desk.
2864	a3	All right. So, see you back when?
2864	b3	First thing tomorrow morning, sounds good?
2865	a1	Do you have a restroom I could use?
2865	b1	Restrooms are for customers only.
2866	a2	I really need to go. Can I please use it?
2866	b2	I'm sorry sir, but according to our policy you must buy something in order to use the restroom.
2867	a3	Ill buy a pack of gum then.
2867	b3	I can't believe I have to buy gum to use your restroom.
2868	a1	What can you cook?
2868	b1	I can cook lots of things.
2869	a2	Do you know how to make lasagna?
2869	b2	Not really, but I can make a great omelet.
2870	a3	Can you make me a veggie omelet?
2870	b3	Sure I can.
2871	a1	Can you help me out here?
2871	b1	give me a minute
2872	a2	OK, let me know when you're ready.
2872	b2	Okay, I'm ready. What do you need?
2873	a3	I can't reach this bottle on the top shelf.
2873	b3	I will get it for you.
2874	a1	Do you like going camping?
2874	b1	I love camping, especially in the mountains!
2875	a2	Where would you recommend?
2875	b2	Any of the national parks are great.
2876	a3	Which one is your favorite?
2876	b3	I like Yellowstone.
2877	a1	Did you win the contest?
2877	b1	No. I lost once again
2878	a2	Maybe you should take a break from it next year.
2878	b2	You lose all the contests you never join!
2879	a3	OK, please don't yell at me.
2879	b3	I'm not yelling. I'm just excited.
2880	a1	Have you seen my black wool hat?
2880	b1	I think it's under the couch.
2881	a2	What's it doing under the couch?
2881	b2	The kids were playing dress up and hid it there.
2882	a3	You let the kids play with my hat? I got that in London.
2882	b3	Ugh, they didn't hurt your hat.
2883	a1	Did you get the keys to the car?
2883	b1	Nah. I just hot wired it instead.
2884	a2	What? How did you learn how to do that?
2884	b2	My brother taught me when I was ten.
2885	a3	Was he a car thief?
2885	b3	That's funny. But no, he learned from a cousin of mine who loved everything about cars.
2886	a1	Will you be going on vacation this summer?
2886	b1	No, we are saving money to go on a trip this fall.
2887	a2	Oh! Are you looking to go someplace in particular?
2887	b2	Yes, a National Park.
2888	a3	Which one?
2888	b3	Yellowstone. It had good reviews on travelocity.
2889	a1	When will you be home?
2889	b1	I'll be home later today.
2890	a2	What are you planning to do when you get home?
2890	b2	I thought I would make a banana cream pie.
2891	a3	Do you need me to get some bananas for you at the grocery store?
2891	b3	No thank you. I believe that we already have bananas in the house.
2892	a1	What have your tried?
2892	b1	I tried everything I could think of.
2893	a2	Ok, well you've got to be more specific than that. What have you tried?
2893	b2	I tried sending an email, calling, texting and I drove over to his house.
2894	a3	Maybe you should leave a note on his car.
2894	b3	I don't want to seem like a total stalker.
2895	a1	May I have it?
2895	b1	Yes you may
2896	a2	Would you hand it over?
2896	b2	Yes, of course.
2897	a3	Thank you! That was kind of you.
2897	b3	You're welcome. Do you want another one?
2898	a1	What is happening there?
2898	b1	It appears a man has died.
2899	a2	Has someone already called the police?
2899	b2	Yes, the police and ambulance arrived about 10 minutes ago.
2900	a3	Is foul play suspected?
2900	b3	I don't think so.
2901	a1	Whose got the dill pickles?
2901	b1	they are in the fridge
2902	a2	Can I have the rest?
2902	b2	Can you leave me one for my burger tonight?
2903	a3	Sure thing, no problem.
2903	b3	Should I stock up on dill pickles for the future?
2904	a1	Would you like a cup of tea?
2904	b1	No, thank you, but I would take water.
2905	a2	Any preference for temperature?
2905	b2	Ice cold please.
2906	a3	Our refrigerator is broken and I have no ice. Is cold from the tap OK?
2906	b3	Nah, I'll just go to Taco Bell and get some.
2907	a1	What time is it?
2907	b1	Half past four
2908	a2	What time do you want to start cooking dinner?
2908	b2	In about 45 minutes or so. You have time to relax for a little bit first.
2909	a3	Relax? You've spent the whole afternoon watching the Real Housewives!
2909	b3	you are more then welcome to start dinner yourself.
2910	a1	Do you like movies?
2910	b1	Yes, I love horror movies.
2911	a2	Are you a fan of The Exorcist?
2911	b2	It was one of the first horror movies I saw!
2912	a3	What do you think of the sequels?
2912	b3	Nothing's as good as the original, but they were OK.
2913	a1	Did you know our flight was delayed?
2913	b1	yes, and I'm not happy about it.
2914	a2	Me neither, but I am glad we leave first thing in the morning.
2914	b2	I suppose. Is the airline putting us up in a hotel for a night?
2915	a3	A dingy hotel on the other side of town was what I was told.
2915	b3	Sounds about right.
2916	a1	Can you please get me my phone?
2916	b1	Sure, here it is.
2917	a2	I didn't want it back broken.
2917	b2	I didn't realize I had broken it.
2918	a3	The screen wasn't cracked when I loaned it to you.
2918	b3	It was not intentional, I'm sorry
2919	a1	Do you think driving your car causes climate change?
2919	b1	I think it contributes to global warming.
2920	a2	I agree with you!
2920	b2	What do you think we should do about it?
2921	a3	Make a commitment to use public transportation at least three days a week. It isn't much but it is a start.
2921	b3	But doesn't public transportation add to the problem as well?
2922	a1	How come you don't get fat eating all of this?
2922	b1	Lucky metabolism, I guess.
2923	a2	My metabolism is so slow that when I look at a piece of cake, I gain 5 pounds.
2923	b2	That sounds awful, I would hate to feel that way!
2924	a3	That's why I never look at fatty foods!
2924	b3	You must, because you're still fat!
2925	a1	Could you please open this for me?
2925	b1	Yes I can.
2926	a2	Thank you very much, you must be strong!
2926	b2	Thanks, I work out.
2927	a3	Are you a member of a gym?
2927	b3	Yes I go every day.
2928	a1	What did you do last weekend?
2928	b1	I mowed my lawn.
2929	a2	Did you get your seedlings planted, too?
2929	b2	I did in the back yard.
2930	a3	The same yard you mowed? Dude, you probably ripped them all up again!
2930	b3	Um, I mowed around them.
2931	a1	Why is it so hot today?
2931	b1	Because there is a heat wave.
2932	a2	Did you go outside? It is a scorcher!
2932	b2	We really need to get our air conditioning fixed, can you call the repairman?
2933	a3	Sure I will get that done right away.
2933	b3	I sure hope they can come quickly, before we melt!
2934	a1	Do you know her?
2934	b1	no, we never met
2935	a2	Then why does she tell me you're dating?
2935	b2	She said what? To whom?
2936	a3	Dude she has been telling everybody!
2936	b3	That girl is seriously crazy!
2937	a1	Hello, where is a good place to eat?
2937	b1	Try the steak house on the corner.
2938	a2	Okay, do they know how to cook a steak?
2938	b2	I would assume so, since they do good business.
2939	a3	Good to know, thanks.
2939	b3	your welcome dear.
2940	a1	Do you have the number for a cab?
2940	b1	Yes, I will give it to you.
2941	a2	Thank you so much.
2941	b2	Actually, I am going downtown. Do you need a ride?
2942	a3	I would love one. What are you going downtown for?
2942	b3	I need some supplies.
2943	a1	Did you see the football game last night?
2943	b1	No. Football is like brain cancer.
2944	a2	What do you mean when you say it's like brain cancer?
2944	b2	I mean it's a waste of time that saps your energy needlessly.
2945	a3	Football is life! How can you say that!
2945	b3	Football isn't life. If it is your life, you need to get a new one.
2946	a1	Have you seen this?
2946	b1	No, what Is It?
2947	a2	I'm not sure, it looks like some kind of worm doesn't it?
2947	b2	It's pretty gross.
2948	a3	Do you think we should capture it for the zoo?
2948	b3	I don't think they would be interested in such creature.
2949	a1	Did she call you yet?
2949	b1	She hasn't called yet, but she did send a text a few minutes ago.
2950	a2	What did she say?
2950	b2	She said she was held up at work.
2951	a3	That's too bad.
2951	b3	I'm going to call her tonight.
2952	a1	And how are your children?
2952	b1	My children are fine.
2953	a2	That's good! I can remember when they were born!
2953	b2	I know. Hard to believe how much they've grown.
2954	a3	Yes it's amazing how time flies.
2954	b3	Indeed! it does.
2955	a1	Do you have the time?
2955	b1	For you, yes.
2956	a2	Aw, that's so sweet of you!
2956	b2	Thanks, it's 2:15.
2957	a3	I can't believe how late it is.
2957	b3	Time flies when you're having fun.
2958	a1	Do you come to school by bus?
2958	b1	No I walked today
2959	a2	Makes sense, it's so nice out today.
2959	b2	Are you going to be able to make it home on time?
2960	a3	I hope so, lets see what time I get out of here.
2960	b3	I can get my mom to give you a lift if you want?
2961	a1	What is for dinner?
2961	b1	Tonight we are having paella.
2962	a2	Are we having anything with it or just paella?
2962	b2	We'll have some rice and beans too.
2963	a3	That sounds delicious.
2963	b3	I'm glad you think so!
2964	a1	Have you been taking your meds?
